Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Marcus Smart,4000,BOS,SG,@ NOP,,28.00,49.95,21,228.5,115,113,113,50.61,19.27,25.32,6.33
Alec Burks,3500,UTA,SG,IND,,23.00,42.79,9,206,-188,105.25,105.25,40.28,20.68,20.68,5.91
Rodney Hood,5000,CLE,SF,MIN,,34.00,49.76,28,215,180,104.5,-1,55.81,18.96,29.31,5.86
Jonathon Simmons,3700,ORL,SF,@ GSW,,26.00,46.12,19,214,260,103.5, ,38.62,17.63,21.55,5.82
Terry Rozier,3800,BOS,PG,@ NOP,,25.00,48.90,23,228.5,115,113,113,40.87,18.25,22.02,5.79
Terrence Ross,4100,ORL,SG,@ GSW,,26.00,38.44,24,214,260,103.5, ,43.01,20.15,23.62,5.76
Taj Gibson,4100,MIN,PF,@ CLE,,24.00,55.12,18,215,-214,110.5,-1,37.54,11.88,23.06,5.62
Ryan Arcidiacono,4100,CHI,PG,SAS,,33.00,46.73,10,215.5,210,104.5,-0.25,43.91,14.74,22.81,5.56
Jordan Clarkson,5700,CLE,SG,MIN,,30.00,49.76,28,215,180,104.5,-1,61.80,31.61,31.61,5.55
Kyle Korver,3600,CLE,SG,MIN,,25.00,36.55,19,215,180,104.5,-1,39.76,15.71,19.89,5.53
Jonas Jerebko,3800,GSW,PF,ORL,,22.00,48.62,16,214,-300,110.5,-0.5,41.80,15.58,20.91,5.5
Cedi Osman,5500,CLE,SF,MIN,,35.00,37.60,21,215,180,104.5,-1,46.08,13.52,30.18,5.49
Dante Cunningham,3900,SAS,SF,@ CHI,,26.00,52.33,26,215.5,-250,111,0.25,38.49,14.99,21.42,5.49
Eric Gordon,5100,HOU,SG,@ WAS,,33.00,43.39,11,222.5,-100,110.5,-3,49.94,20.52,27.65,5.42
Andre Iguodala,4100,GSW,SG,ORL,,27.00,32.11,5,214,-300,110.5,-0.5,37.42,12.69,22.22,5.42
James Ennis,3700,HOU,SF,@ WAS,,30.00,35.07,14,222.5,-100,110.5,-3,37.14,15.52,19.97,5.4
Markieff Morris,4700,WAS,PF,HOU,,29.00,57.69,21,222.5,-118,112,1.5,43.36,17.99,25.34,5.39
Antonio Blakeney,3500,CHI,SG,SAS,,20.00,32.93,7,215.5,210,104.5,-0.25,36.02,15.09,18.77,5.36
Nicolas Batum,5100,CHA,SF,MIL,,28.00,37.30,18,234,150,115,-0.25,45.01,19.86,27.28,5.35
Malcolm Brogdon,5400,MIL,SG,@ CHA,,31.00,47.48,14,234,-175,119,-1.25,48.39,20.22,28.6,5.3
Tristan Thompson,6500,CLE,C,MIN,,33.00,57.20,26,215,180,104.5,-1,55.61,20.58,34.35,5.28
Royce O'Neale,3500,UTA,SF,IND,,22.00,34.43,11,206,-188,105.25,105.25,33.23,13.71,18.45,5.27
Marco Belinelli,3600,SAS,SG,@ CHI,,21.00,34.07,9,215.5,-250,111,0.25,32.39,13.82,18.9,5.25
P.J. Tucker,4300,HOU,PF,@ WAS,,34.00,35.07,14,222.5,-100,110.5,-3,44.78,18.84,22.4,5.21
DeMar DeRozan,8900,SAS,SG,@ CHI,,37.00,41.29,6,215.5,-250,111,0.25,73.52,21.66,46.18,5.19
Kevin Durant,11500,GSW,SF,ORL,,37.50,48.62,16,214,-300,110.5,-0.5,92.72,27.79,59.63,5.19
Marcus Morris,5100,BOS,PF,@ NOP,,27.00,39.74,25,228.5,115,113,113,51.64,21.07,26.4,5.18
Cody Zeller,4900,CHA,C,MIL,,28.00,50.83,9,234,150,115,-0.25,42.66,14.71,25.24,5.15
Joe Ingles,6000,UTA,SF,IND,,34.00,34.09,10,206,-188,105.25,105.25,55.71,20.13,30.78,5.13
Klay Thompson,7200,GSW,SG,ORL,,36.00,32.11,5,214,-300,110.5,-0.5,55.83,21.09,36.68,5.09
Rudy Gay,6300,SAS,SF,@ CHI,,31.00,52.33,26,215.5,-250,111,0.25,48.93,15.90,32,5.08
D.J. Augustin,4500,ORL,PG,@ GSW,,28.00,40.94,10,214,260,103.5, ,43.40,12.16,22.65,5.03
Bryn Forbes,4000,SAS,PG,@ CHI,,29.00,34.07,9,215.5,-250,111,0.25,34.13,12.11,19.98,5
Nikola Vucevic,9000,ORL,C,@ GSW,,33.00,53.48,11,214,260,103.5, ,68.89,22.16,44.94,4.99
Al Horford,6300,BOS,C,@ NOP,,30.00,59.66,24,228.5,115,113,113,49.85,16.38,31.37,4.98
Aron Baynes,3500,BOS,C,@ NOP,,18.00,50.19,7,228.5,115,113,113,33.08,13.15,17.23,4.92
Rudy Gobert,8100,UTA,C,IND,,33.00,49.11,5,206,-188,105.25,105.25,62.32,17.58,39.77,4.91
Collin Sexton,5800,CLE,PG,MIN,,35.00,43.77,2,215,180,104.5,-1,38.30,8.84,28.5,4.91
LaMarcus Aldridge,8500,SAS,PF,@ CHI,,32.00,72.55,30,215.5,-250,111,0.25,70.62,27.19,41.64,4.9
Thaddeus Young,4800,IND,PF,@ UTA,,27.00,49.36,20,206,163,100.75,100.75,39.66,12.38,23.44,4.88
Evan Fournier,6400,ORL,SG,@ GSW,,30.00,38.44,24,214,260,103.5, ,47.10,16.66,31.09,4.86
Patty Mills,3700,SAS,PG,@ CHI,,25.00,48.48,16,215.5,-250,111,0.25,32.33,14.01,17.89,4.84
Jabari Parker,7500,CHI,SF,SAS,,35.00,49.49,21,215.5,210,104.5,-0.25,60.19,19.25,36.26,4.83
Otto Porter,6500,WAS,SF,HOU,,30.00,31.04,1,222.5,-118,112,1.5,54.26,21.12,31.33,4.82
Brook Lopez,5000,MIL,C,@ CHA,,28.00,51.48,9,234,-175,119,-1.25,41.41,16.00,24.09,4.82
Jeremy Lamb,6500,CHA,SG,MIL,,29.00,48.90,24,234,150,115,-0.25,50.91,18.62,31.35,4.82
Jeff Teague,6500,MIN,PG,@ CLE,,30.00,50.16,22,215,-214,110.5,-1,51.93,16.17,31.34,4.82
Gary Clark,3600,HOU,SF,@ WAS,,22.00,51.37,23,222.5,-100,110.5,-3,21.59,4.23,17.33,4.81
Shaun Livingston,3500,GSW,PG,ORL,,18.00,37.87,2,214,-300,110.5,-0.5,32.36,12.71,16.81,4.8
Derrick Rose,6500,MIN,PG,@ CLE,,28.00,50.16,22,215,-214,110.5,-1,56.54,26.69,31.03,4.77
Kyrie Irving,9000,BOS,PG,@ NOP,,34.00,49.95,21,228.5,115,113,113,67.38,23.07,42.97,4.77
Clint Capela,8600,HOU,C,@ WAS,,35.00,55.76,21,222.5,-100,110.5,-3,70.41,25.64,40.89,4.75
Eric Bledsoe,7400,MIL,PG,@ CHA,,32.00,43.47,18,234,-175,119,-1.25,60.23,22.05,35.06,4.74
Jrue Holiday,8900,NOP,SG,BOS,,37.00,49.23,18,228.5,-133,115.5,115.5,66.62,19.80,42.22,4.74
Jae Crowder,4900,UTA,SF,IND,,28.00,34.43,11,206,-188,105.25,105.25,46.09,17.76,23.16,4.73
Jerian Grant,3500,ORL,PG,@ GSW,,19.00,40.94,10,214,260,103.5, ,32.16,14.56,16.56,4.73
Tony Parker,3600,CHA,PG,MIL,,19.00,44.51,20,234,150,115,-0.25,33.99,17.02,17.02,4.73
Kemba Walker,9200,CHA,PG,MIL,,35.00,44.66,5,234,150,115,-0.25,68.60,21.48,43.39,4.72
Marvin Williams,4500,CHA,PF,MIL,,28.00,42.76,4,234,150,115,-0.25,42.02,18.08,21.22,4.72
Zach LaVine,8600,CHI,SG,SAS,,38.00,46.73,10,215.5,210,104.5,-0.25,65.98,24.07,40.38,4.7
Anthony Davis,12600,NOP,PF,BOS,,37.00,49.01,2,228.5,-133,115.5,115.5,101.01,30.78,59.07,4.69
Nikola Mirotic,7500,NOP,SF,BOS,,31.00,42.03,3,228.5,-133,115.5,115.5,62.11,22.26,35.17,4.69
Gordon Hayward,6400,BOS,SF,@ NOP,,31.00,48.21,15,228.5,115,113,113,51.99,20.76,30,4.69
Larry Nance,5300,CLE,PF,MIN,,22.00,56.26,17,215,180,104.5,-1,44.52,19.76,24.79,4.68
Jeff Green,4200,WAS,SF,HOU,,26.00,44.55,9,222.5,-118,112,1.5,38.71,15.31,19.6,4.67
Damian Jones,3900,GSW,C,ORL,,20.00,55.56,20,214,-300,110.5,-0.5,35.32,12.77,18.17,4.66
Justin Holiday,5700,CHI,SG,SAS,,35.00,32.93,7,215.5,210,104.5,-0.25,44.25,16.59,26.59,4.66
Wendell Carter,6500,CHI,PF,SAS,,30.00,51.41,8,215.5,210,104.5,-0.25,39.39,12.34,30.32,4.66
Andrew Wiggins,6500,MIN,SG,@ CLE,,30.00,49.37,25,215,-214,110.5,-1,46.80,17.20,30.29,4.66
James Harden,11700,HOU,SG,@ WAS,,38.00,55.50,30,222.5,-100,110.5,-3,73.52,20.41,54.42,4.65
Damion Lee,3500,GSW,SG,ORL,,17.00,45.98,6,214,-300,110.5,-0.5,30.35,13.44,16.06,4.59
Bradley Beal,8200,WAS,SG,HOU,,35.00,42.29,7,222.5,-118,112,1.5,68.76,25.62,37.51,4.57
Robert Covington,6800,MIN,SF,@ CLE,,36.00,34.96,13,215,-214,110.5,-1,53.26,19.91,31.02,4.56
Wesley Johnson,3500,NOP,SF,BOS,,23.00,35.17,15,228.5,-133,115.5,115.5,28.42,13.84,15.96,4.56
Kevon Looney,4000,GSW,C,ORL,,17.00,55.56,20,214,-300,110.5,-0.5,34.34,14.55,18.16,4.54
Darren Collison,4900,IND,PG,@ UTA,,26.00,46.76,27,206,163,100.75,100.75,35.83,13.48,22.2,4.53
Aaron Gordon,7800,ORL,PF,@ GSW,,33.00,47.54,13,214,260,103.5, ,53.70,19.48,35.35,4.53
John Wall,9300,WAS,PG,HOU,,35.00,44.17,3,222.5,-118,112,1.5,55.07,16.66,41.85,4.5
Cory Joseph,4500,IND,PG,@ UTA,,30.00,46.76,27,206,163,100.75,100.75,40.42,15.31,20.22,4.49
Tyreke Evans,5500,IND,SF,@ UTA,,23.00,46.31,8,206,163,100.75,100.75,39.31,14.38,24.66,4.48
Giannis Antetokounmpo,12700,MIL,SF,@ CHA,,37.00,47.66,14,234,-175,119,-1.25,77.92,21.92,56.63,4.46
Khris Middleton,7400,MIL,SG,@ CHA,,31.00,49.50,26,234,-175,119,-1.25,61.00,22.37,32.85,4.44
Ricky Rubio,6900,UTA,PG,IND,,30.00,43.23,17,206,-188,105.25,105.25,46.84,16.05,30.28,4.39
Andrew Harrison,3500,CLE,PG,MIN,,18.00,41.22,13,215,180,104.5,-1,30.20,11.63,15.34,4.38
Myles Turner,6000,IND,C,@ UTA,,28.00,58.66,22,206,163,100.75,100.75,49.88,19.38,25.91,4.32
Dario Saric,5400,MIN,PF,@ CLE,,24.00,43.43,7,215,-214,110.5,-1,45.77,19.66,23.35,4.32
Jayson Tatum,6800,BOS,PF,@ NOP,,32.00,48.21,15,228.5,115,113,113,43.70,15.74,29.37,4.32
Tomas Satoransky ,4000,WAS,PG,HOU,,18.00,44.17,3,222.5,-118,112,1.5,31.15,13.03,17.06,4.27
Derrick Favors,5900,UTA,PF,IND,,23.00,51.20,7,206,-188,105.25,105.25,38.28,15.72,25.2,4.27
Julius Randle,7800,NOP,C,BOS,,26.00,49.01,2,228.5,-133,115.5,115.5,54.44,25.09,33.32,4.27
Malik Monk,3600,CHA,SG,MIL,,18.00,44.66,5,234,150,115,-0.25,27.39,12.66,15.31,4.25
Dante Exum,3500,UTA,PG,IND,,18.00,43.23,17,206,-188,105.25,105.25,29.65,12.15,14.83,4.24
Austin Rivers,3900,WAS,SG,HOU,,21.00,39.41,7,222.5,-118,112,1.5,30.30,13.35,16.38,4.2
Quinn Cook,5400,GSW,PG,ORL,,29.00,45.98,6,214,-300,110.5,-0.5,37.84,14.04,22.58,4.18
Domantas Sabonis,6900,IND,PF,@ UTA,,26.00,51.05,10,206,163,100.75,100.75,50.78,21.87,28.85,4.18
Karl-Anthony Towns,10800,MIN,C,@ CLE,,35.00,50.00,6,215,-214,110.5,-1,71.03,24.71,45.1,4.18
Davis Bertans,3900,SAS,SF,@ CHI,,18.00,72.55,30,215.5,-250,111,0.25,31.09,13.04,16.28,4.17
Ersan Ilyasova,3600,MIL,PF,@ CHA,,17.00,47.66,14,234,-175,119,-1.25,27.52,12.60,15.02,4.17
Jordan Bell,3500,GSW,C,ORL,,14.00,55.56,20,214,-300,110.5,-0.5,29.09,12.22,14.55,4.16
Michael Carter-Williams,3500,HOU,PG,@ WAS,,15.00,55.50,30,222.5,-100,110.5,-3,25.67,11.41,14.52,4.15
Kelly Oubre,5500,WAS,SF,HOU,,27.00,31.04,1,222.5,-118,112,1.5,39.16,15.99,22.85,4.15
Bojan Bogdanovic,5300,IND,SF,@ UTA,,32.00,32.00,5,206,163,100.75,100.75,39.82,17.20,21.63,4.08
Tyus Jones,3600,MIN,PG,@ CLE,,17.00,45.37,26,215,-214,110.5,-1,29.29,14.11,14.65,4.07
Jonathan Isaac,4700,ORL,SF,@ GSW,,23.00,53.48,11,214,260,103.5, ,34.94,16.24,18.14,3.86
E'Twaun Moore,5900,NOP,SF,BOS,,32.00,35.33,16,228.5,-133,115.5,115.5,41.18,15.61,22.69,3.85
Gorgui Dieng,3600,MIN,C,@ CLE,,12.00,55.12,18,215,-214,110.5,-1,24.67,9.98,13.73,3.81
Jakob Poeltl,3500,SAS,C,@ CHI,,12.00,55.15,19,215.5,-250,111,0.25,26.41,11.70,13.21,3.77
Thomas Bryant ,3500,WAS,C,HOU,,19.00,57.69,21,222.5,-118,112,1.5,25.29,12.65,12.65,3.61
Isaiah Hartenstein,3500,HOU,PF,@ WAS,,17.00,51.37,23,222.5,-100,110.5,-3,15.71,3.08,12.61,3.6
Mohamed Bamba,3600,ORL,C,@ GSW,,14.00,49.06,4,214,260,103.5, ,15.91,3.12,12.77,3.55
Aaron Holiday,4600,IND,PG,@ UTA,,22.00,46.76,27,206,163,100.75,100.75,18.99,2.95,15.97,3.47
Pat Connaughton,3600,MIL,SG,@ CHA,,16.00,38.28,23,234,-175,119,-1.25,24.29,9.88,12.15,3.38
Michael Kidd-Gilchrist,4100,CHA,SF,MIL,,13.00,37.30,18,234,150,115,-0.25,25.41,11.08,12.94,3.16
Darius Miller,3500,NOP,SF,BOS,,19.00,35.17,15,228.5,-133,115.5,115.5,21.45,10.73,10.73,3.07
Doug McDermott,3700,IND,SF,@ UTA,,20.00,32.00,5,206,163,100.75,100.75,22.67,11.34,11.34,3.06
Shaquille Harrison,3900,CHI,PG,SAS,,15.00,45.16,23,215.5,210,104.5,-0.25,22.57,9.29,11.84,3.04
Miles Bridges,4200,CHA,SF,MIL,,14.00,42.76,4,234,150,115,-0.25,14.96,2.49,12.47,2.97
Danuel House,3500,HOU,SF,@ WAS,,16.00,55.50,30,222.5,-100,110.5,-3,10.22,10.22,10.22,2.92
Chandler Hutchison,3600,CHI,SF,SAS,,14.00,33.56,10,215.5,210,104.5,-0.25,12.71,2.05,10.48,2.91
Thabo Sefolosha,3500,UTA,SF,IND,,11.00,34.43,11,206,-188,105.25,105.25,17.52,8.50,10.07,2.88
Dwayne Bacon,3800,CHA,SF,MIL,,13.00,37.31,20,234,150,115,-0.25,21.50,9.41,10.89,2.87
Robin Lopez,3500,CHI,C,SAS,,13.00,55.98,22,215.5,210,104.5,-0.25,19.47,9.74,9.74,2.78
Semi Ojeleye,3500,BOS,SF,@ NOP,,15.00,39.74,25,228.5,115,113,113,18.77,9.39,9.39,2.68
Frank Jackson,3500,NOP,PG,BOS,,15.00,49.23,18,228.5,-133,115.5,115.5,11.29,1.82,9.31,2.66
Cheick Diallo,3600,NOP,PF,BOS,,10.00,47.01,2,228.5,-133,115.5,115.5,18.71,7.83,9.36,2.6
Raul Neto,3500,UTA,PG,IND,,10.00,43.23,17,206,-188,105.25,105.25,17.45,8.06,8.73,2.49
Tony Snell,3500,MIL,SG,@ CHA,,13.00,40.24,26,234,-175,119,-1.25,16.72,7.16,8.38,2.39
Matthew Dellavedova,3500,MIL,PG,@ CHA,,8.00,43.47,18,234,-175,119,-1.25,16.01,7.43,8.01,2.29
Sterling Brown,3500,MIL,SG,@ CHA,,9.00,38.28,23,234,-175,119,-1.25,15.85,7.93,7.93,2.27
Thon Maker,3500,MIL,C,@ CHA,,9.00,52.72,13,234,-175,119,-1.25,15.78,6.45,7.91,2.26
Ante Zizic,3500,CLE,PF,MIN,,8.00,57.20,26,215,180,104.5,-1,14.99,7.50,7.5,2.14
Derrick White,3500,SAS,PG,@ CHI,,9.00,47.02,28,215.5,-250,111,0.25,14.39,6.22,7.2,2.06
Ian Clark,3500,NOP,SG,BOS,,10.00,35.33,16,228.5,-133,115.5,115.5,12.51,6.21,6.47,1.85
Frank Kaminsky,3500,CHA,PF,MIL,,7.00,53.37,10,234,150,115,-0.25,12.29,5.30,6.44,1.84
Grayson Allen,3500,UTA,SG,IND,,8.00,34.09,10,206,-188,105.25,105.25,8.03,1.44,6.29,1.8
Donte DiVincenzo,3600,MIL,SG,@ CHA,,9.00,38.28,23,234,-175,119,-1.25,7.96,1.56,6.39,1.78
Wesley Iwundu,3500,ORL,SF,@ GSW,,8.00,33.50,8,214,260,103.5, ,10.38,3.63,5.49,1.57
Devonte' Graham,3500,CHA,PG,MIL,,7.00,44.51,20,234,150,115,-0.25,6.06,1.01,5.05,1.44
TJ Leaf,3500,IND,PF,@ UTA,,6.00,58.66,22,206,163,100.75,100.75,8.84,4.42,4.42,1.26
Cameron Payne,3500,CHI,PG,SAS,,5.00,46.73,10,215.5,210,104.5,-0.25,8.44,3.66,4.22,1.21
Josh Okogie,4500,MIN,SG,@ CLE,,4.00,49.37,25,215,-214,110.5,-1,4.72,0.73,3.97,0.88
Jacob Evans,3500,GSW,SG,ORL,,3.00,39.67,27,214,-300,110.5,-0.5,3.00,0.45,2.51,0.72
Cristiano Felicio,3500,CHI,C,SAS,,2.00,55.98,22,215.5,210,104.5,-0.25,3.52,1.52,1.76,0.5
